year,hour,questionNumber,questionText,answer,reasoning
2020,25,6,What is the first and last name of the individual who claimed he used to get blisters on his fingers before taking an Evelyn Wood speed reading course?,Ray Charles,"Question is identified as 'questions six hour 25' at timestamp 10:32:21. The question text is cut off at the end of the transcript ('before taking in?'), and no answer is provided in this chunk. The answer would likely be a famous celebrity from a 1970s-80s advertisement, but it is not stated in the provided transcript. --- Question stated at 10:32:21 as 'question number six hour 25'. Answer given at 10:38:24 as 'Ray Charles'. This is a famous advertisement reference from the Evelyn Wood reading course commercials."
2020,25,7,What is the first and last name of the former Wisconsin Badger who recently scored the first touchdown for his NFL team in the first regular season game in the team's new stadium?,Alec Ingold,Question stated at 10:38:54 as 'question seven hour 25'. Answer given at 10:44:56 as 'Alec in Gold' which should be 'Alec Ingold'. He was a Wisconsin Badger who played for the Las Vegas Raiders.
2020,25,8,What is the complete nickname of big screen antagonistic Rose O'Hara?,Rose the Hat,Question stated at 10:44:56 as 'question eight hour 25'. Answer given at 10:50:28 as 'Rose the hat'. This refers to the character from Stephen King's Doctor Sleep.
2020,26,1,"A snack food claims on packages of its products to be proud sponsors of Alabama, Arizona, Arkansas, Penn State, UCLA, Ohio State, TCU and Texas Athletics. They also boldly brandish the following trademark claim: Official Snack of Football. What is the brand and product which lives up to this claim?",Keebler Townhouse,Question stated at 10:59:31 as 'question one of our 26'. Answer given at 11:06:34 as 'Keebler Townhouse'. This is a real marketing claim made by the cracker brand.
2020,26,2,Animated television character Chef Hatchet finds a pair of evil magic gloves. The gloves put themselves on his hands and then refer to themselves by name. What are the names that the two gloves call themselves?,Doctor Digits and Cobra Clutch,Question stated at 11:06:34 as 'question to our 26'. Answer given at 11:12:36 as 'Doctor Digits and Cobra Clutch'. This is from the animated series Total Drama.
2020,26,3,"Some CEOs go the extra mile to make their employees feel better about themselves and their jobs by taking them on trips, excursions or just out to communicate with nature. The big screen CEO of Horror Con Tech Industries took a group of his employees to a wilderness retreat where they competed on teams in a variety of activities. What is the first and last name of the CEO of Horror Con Tech Industries?",Turner Brooks,Question stated at 11:13:06 as 'Question Three Hour 26'. The question is read multiple times but the answer is not provided in this transcript chunk. It ends mid-song at 11:20:08 before the answer is given. --- Question explicitly stated as 'question number three Hour 26'. The question asks about the CEO of Horror Con Tech Industries who took employees to a wilderness retreat. The answer is given as 'Turner Brooks Turner Brooks is the answer to question three of our 26' at timestamp 11:21:08.
2020,26,4,"According to Wicked Tuna Captain Dave Marciano, what helps you make good decisions?",Bacon,"Question stated as 'Question four hour, 26'. The answer is provided at 11:26:10: 'According to Wicked Tuna Captain Dave Marciano. What helps you make good decisions? Bacon. Bacon was the answer to question number four.'"
2020,26,5,What is the name of the curly haired character with the ribbon in her hair who was sitting on the stool in Picture Number 21 on the experiment in trivia picture page?,Effie Lou,"Question stated as 'question number five Hour 26'. Answer provided at 11:33:43: 'That is Effie Lou, Effie Lou was the answer to question number five Hour 26.'"
2020,26,6,"According to a box of Betty Crocker Heart Smart Bisquick pancake and baking mix, specifically what will be the outcome if you add two thirds of a cup of yogurt?",Make it moist,"Question stated as 'question six hour 26'. Answer provided at 11:39:45: 'it'll make it moist. Make it moist.' The question describes that chia seeds add fiber and mashed banana adds taste, then asks about yogurt."
2020,26,7,A National Basketball Association 2020 rookie utilized his time at home during the pandemic to launch his own YouTube cooking show. The first episode featured a family recipe for stewed chicken. What is the first and last name of this rookie player?,Terrence Mann,"Question stated as 'questioned Seven Hour, 26'. Answer provided at 11:45:17: 'Terrence Mann, Terrence. man. The answer to question number seven Hour 26.'"
2020,26,8,"The lead singer of the rock band Survivor kept busy in the late nineties and early two thousands, working with an announcer in a series of comedic radio and television commercial campaigns saluting various smart or heroic people. In one of them, he sung about a man who transports food and has everything except a friend to help him. Both the singer and the announcer called this man by an honorific name. What is that name?",Mr. Rolling Cooler,"Question stated as 'Question number eight Hour 26'. Answer provided at 11:52:50: 'Mr Rolling. Cooler, Cooler Roller. Once again, the answer to question number eight Hour 26 Mr Rolling Cooler, cooler roller.' The answer appears to be 'Mr. Rolling Cooler' or 'Cooler Roller' - transcript suggests 'Mr. Rolling Cooler' is the primary answer."
2020,27,1,"Television characters Jim and his brother-in-law Andy attempt to eat a 72 ounce steak called the Landlubber. It is a task they attempt for Andy's birthday. After they accomplish this amazing task, the policy of the restaurant is to give them a sticker. Andy is upset because he thought they would receive a pin. He realizes it is a different restaurant that offers the pin. What is the name of this pin offering restaurant?",Barnacle Bill's,"Question stated as 'question one of our 27' at 11:58:52. Answer provided at 12:05:54: 'The answer. Barnacle Bill's once again the answer to question one of our 27 Barnacle Bill's' --- Question clearly identified as 'question number one of our 27' (hour 27, question 1). The answer is explicitly stated: 'The answer. Barnacle Bill's once again the answer to question one of our 27 Barnacle Bill's'. The question text references a TV show/movie scene about a steak-eating contest. Confidence: High."
